Model,Prompt,Run,Question File,Question Number,Categories,Score
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,421,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,422,"Ethereum, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,423,"Ethereum, Cryptography, Knowledge, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,424,"Ethereum, Security, Knowledge, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,425,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,426,"Ethereum, Blockchain Fundamental, Knowledge, Beginner",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,427,"Ethereum, Problem Solving, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,428,"Ethereum, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,429,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,430,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,431,"Ethereum, Cryptography, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,432,"Ethereum, Security, System Design, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,433,"Ethereum, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,434,"Ethereum, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,435,"Ethereum, Interoperability, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,436,"Ethereum, Smart Contract, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,437,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,438,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,439,"Ethereum, Privacy, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,440,"Ethereum, Smart Contract, Knowledge, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,441,"Ethereum, Smart Contract, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,442,"Ethereum, Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,443,"Ethereum, Smart Contract, Knowledge, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,444,"Ethereum, Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,445,"Ethereum, Smart Contract, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,446,"Ethereum, Smart Contract, Knowledge, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,447,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,448,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,449,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,450,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,451,"Ethereum, DeFi, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,452,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,453,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,454,"Ethereum, Smart Contract, Knowledge, Intermediate",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,455,"Ethereum, Smart Contract, Security, Knowledge, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,456,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,457,"Ethereum, Smart Contract, Security, Knowledge, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,458,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,459,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,460,"Ethereum, Smart Contract, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,461,"Ethereum, Smart Contract, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,462,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,463,"Ethereum, Smart Contract, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,464,"Ethereum, DeFi, Security, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,465,"Ethereum, Tokenomics, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,466,"Ethereum, DeFi, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,467,"Ethereum, DAO & Governance, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,468,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,469,"Ethereum, Interoperability, Security, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,470,"Ethereum, DeFi, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,471,"Ethereum, Privacy, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,472,"Ethereum, Blockchain Fundamental, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,473,"Ethereum, Blockchain Fundamental, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,474,"Ethereum, Privacy, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,475,"Ethereum, Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,476,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,477,"Ethereum, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,478,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,479,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,480,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,481,"Ethereum, Dapps, Knowledge, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,482,"Ethereum, Dapps, Knowledge, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,483,"Ethereum, Dapps, Knowledge, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,484,"Ethereum, Dapps, Knowledge, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,485,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,486,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,487,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,488,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,489,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,490,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,491,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,492,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,493,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,494,"Ethereum, Smart Contract, Knowledge, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,495,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,496,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,497,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,498,"Ethereum, Smart Contract, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,499,"Ethereum, Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,500,"Ethereum, Consensus Mechanisms, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,501,"Ethereum, Interoperability, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,502,"Ethereum, Layer 2 Solutions, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,503,"Ethereum, Consensus Mechanisms, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,504,"Ethereum, Consensus Mechanisms, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,505,"Ethereum, Consensus Mechanisms, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,506,"Ethereum, Interoperability, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,507,"Ethereum, Knowledge, Beginner",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,508,"Ethereum, Calculation, Intermediate",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,509,"Interoperability, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,510,"Interoperability, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,511,"Interoperability, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,512,"Interoperability, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,513,"Interoperability, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,514,"Interoperability, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,515,"Interoperability, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,516,"Interoperability, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,517,"Interoperability, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,518,"Interoperability, Security, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,519,"Interoperability, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,520,"Interoperability, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,521,"Interoperability, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,522,"Interoperability, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,523,"Layer 2 Solutions, Consensus Mechanisms, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,524,"Layer 2 Solutions, Privacy, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,525,"Layer 2 Solutions, Consensus Mechanisms, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,526,"Layer 2 Solutions, Privacy, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,527,"Layer 2 Solutions, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,528,"Layer 2 Solutions, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,529,"Layer 2 Solutions, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,530,"Layer 2 Solutions, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,531,"Layer 2 Solutions, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,532,"Layer 2 Solutions, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,533,"Layer 2 Solutions, Calculation, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,534,"Layer 2 Solutions, Knowledge, Beginner",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,535,"Layer 2 Solutions, Calculation, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,536,"Layer 2 Solutions, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,537,"Layer 2 Solutions, Knowledge, Beginner",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,538,"Layer 2 Solutions, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,539,"Layer 2 Solutions, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,540,"Layer 2 Solutions, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,541,"Layer 2 Solutions, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,542,"Layer 2 Solutions, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,543,"Layer 2 Solutions, Security, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,544,"Layer 2 Solutions, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,545,"Layer 2 Solutions, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,546,"Layer 2 Solutions, Security, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,547,"Layer 2 Solutions, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,548,"Privacy, Security, Smart Contract, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,549,"Privacy, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,550,"Privacy, Security, Knowledge, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,551,"Privacy, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,552,"Privacy, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,553,"Privacy, Smart Contract, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,554,"Privacy, Smart Contract, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,555,"Privacy, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,556,"Privacy, Smart Contract, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,557,"Privacy, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,558,"Privacy, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,559,"Privacy, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,560,"Privacy, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,561,"Privacy, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,562,"Privacy, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,563,"Privacy, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,564,"Privacy, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,565,"Privacy, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,566,"Privacy, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,567,"Privacy, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,568,"Privacy, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,569,"Privacy, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,570,"Privacy, Knowledge, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,571,"Privacy, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,572,"Privacy, Knowledge, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,573,"Privacy, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,574,"Privacy, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,575,"Privacy, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,576,"Privacy, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,577,"Privacy, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,578,"Privacy, Calculation, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,579,"Privacy, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,580,"Privacy, Calculation, Intermediate",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,581,"Privacy, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,582,"Privacy, Calculation, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,583,"Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,584,"Security, Knowledge, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,585,"Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,586,"Smart Contract, DeFi, Security, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,587,"Smart Contract, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,588,"Smart Contract, Security, System Design, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,589,"Smart Contract, Security, Problem Solving, Advanced",0
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,590,"Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,591,"Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,592,"Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,593,"Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,594,"Smart Contract, Security, Problem Solving, Intermediate",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,595,"Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,596,"Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,597,"Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,598,"Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,599,"Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,600,"Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,601,"Smart Contract, Security, Problem Solving, Advanced",1
phi3:14b-medium-128k-instruct-q8_0,You are an expert in cryptogra,1,MultichoiceQuestions.json,602,"Smart Contract, Problem Solving, Advanced",1
