question_id,category,Qwen/Qwen2-Math-72B-Instruct,claude-3-5-sonnet-20240620,claude-3-haiku-20240307,claude-3-opus-20240229,deepseek-ai/DeepSeek-V2.5,gemini-1.5-flash,gemini-1.5-pro,google/gemma-2-27b-it,google/gemma-2-9b-it,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,gpt-4o-2024-08-06,gpt-4o-mini-2024-07-18,meta-llama/Meta-Llama-3.1-405B-Instruct,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,mistral-nemo:12b-instruct-2407-q8_0,mistralai/Mixtral-8x7B-Instruct-v0.1,nous-hermes2:10.7b-solar-fp16,phi3:14b-medium-128k-instruct-q8_0,phi3:3.8b-mini-128k-instruct-fp16
601,"Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
602,"Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
603,"Smart Contract, Problem Solving, Advanced",0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1
604,"Smart Contract, Problem Solving, Advanced",0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
605,"Smart Contract, Problem Solving, Advanced",1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1
606,"Smart Contract, Problem Solving, Advanced",0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
607,"Solana, Consensus Mechanisms, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
608,"Solana, Consensus Mechanisms, Knowledge, Advanced",0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1
609,"Solana, Consensus Mechanisms, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
610,"Solana, Blockchain Fundamental, Knowledge, Advanced",0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0
611,"Solana, Consensus Mechanisms, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
612,"Solana, Consensus Mechanisms, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
613,"Solana, Consensus Mechanisms, Knowledge, Advanced",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
614,"Solana, Consensus Mechanisms, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
615,"Solana, Consensus Mechanisms, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
616,"Solana, Consensus Mechanisms, Security, Knowledge, Advanced",1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1
617,"Solana, Consensus Mechanisms, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
618,"Solana, Consensus Mechanisms, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
619,"Solana, Consensus Mechanisms, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
620,"Solana, Consensus Mechanisms, Knowledge, Advanced",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
621,"Solana, Consensus Mechanisms, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
622,"Solana, Consensus Mechanisms, Knowledge, Advanced",1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1
623,"Solana, Consensus Mechanisms, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
624,"Solana, Consensus Mechanisms, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
625,"Solana, Blockchain Fundamental, Knowledge, Advanced",1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
626,"Solana, Smart Contract, Knowledge, Advanced",0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0
627,"Solana, Smart Contract, Knowledge, Advanced",1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
628,"Solana, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
629,"Solana, Smart Contract, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
630,"Solana, Blockchain Fundamental, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
631,"Solana, Smart Contract, Security, Knowledge, Advanced",0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
632,"Solana, Smart Contract, Security, Knowledge, Advanced",1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
633,"Solana, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
634,"Solana, Blockchain Fundamental, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
635,"Solana, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
636,"Solana, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
637,"Solana, Blockchain Fundamental, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
638,"Solana, Blockchain Fundamental, Knowledge, Intermediate",0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1
639,"Solana, Blockchain Fundamental, Knowledge, Advanced",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
640,"Solana, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0
641,"Solana, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
642,"Solana, Blockchain Fundamental, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
643,"Solana, Tokenomics, Knowledge, Intermediate",0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
644,"Solana, Blockchain Fundamental, Knowledge, Intermediate",1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
645,"Solana, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
646,"Solana, Blockchain Fundamental, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
647,"Solana, Blockchain Fundamental, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
648,"Solana, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
649,"Solana, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
650,"Solana, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
651,"Solana, Smart Contract, Cryptography, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
652,"Solana, Smart Contract, Cryptography, Knowledge, Advanced",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
653,"Solana, Smart Contract, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
654,"Solana, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
655,"Solana, Smart Contract, Knowledge, Advanced",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
656,"Solana, Smart Contract, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
657,"Solana, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
658,"Solana, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
659,"Solana, Tokenomics, Knowledge, Intermediate",1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
660,"Solana, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
661,"Solana, Tokenomics, Knowledge, Intermediate",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
662,"Solana, Tokenomics, Knowledge, Beginner",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
663,"Solana, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
664,"Solana, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
665,"Solana, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
666,"Solana, Blockchain Fundamental, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
667,"Solana, Consensus Mechanisms, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
668,"Solana, Blockchain Fundamental, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
669,"Solana, Blockchain Fundamental, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
670,"Solana, Blockchain Fundamental, Knowledge, Advanced",0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
671,"Solana, Blockchain Fundamental, Security, Knowledge, Advanced",0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0
672,"Solana, Blockchain Fundamental, Knowledge, Advanced",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1
673,"Solana, Blockchain Fundamental, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
674,"Solana, Blockchain Fundamental, Knowledge, Advanced",1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1
675,"Solana, Blockchain Fundamental, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
676,"Solana, Blockchain Fundamental, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
677,"Solana, Blockchain Fundamental, Problem Solving, Advanced",0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1
678,"Solana, Blockchain Fundamental, Knowledge, Advanced",1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0
679,"Solana, Blockchain Fundamental, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
680,"Solana, Blockchain Fundamental, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
681,"Solana, Blockchain Fundamental, Security, Knowledge, Advanced",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
682,"Solana, Blockchain Fundamental, Knowledge, Advanced",0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
683,"Solana, Blockchain Fundamental, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
684,"Solana, Blockchain Fundamental, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
685,"Solana, Blockchain Fundamental, Knowledge, Advanced",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
686,"Solana, Blockchain Fundamental, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
687,"Solana, Knowledge, Advanced",1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1
688,"Solana, Knowledge, Advanced",1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
689,"Solana, Dapps, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
690,"Solana, Blockchain Fundamental, Knowledge, Advanced",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
691,"Solana, Knowledge, Advanced",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
692,"Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
693,"Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
694,"Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
695,"Tokenomics, DeFi, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
696,"Tokenomics, Interoperability, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
697,"Tokenomics, DeFi, Problem Solving, Advanced",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
698,"Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
699,"Tokenomics, DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
700,"Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
701,"Tokenomics, DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
702,"Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
703,"Tokenomics, DAO & Governance, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
704,"Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
705,"Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
706,"Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
707,"Tokenomics, Interoperability, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
708,"Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
709,"Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
710,"Tokenomics, DeFi, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
711,"Tokenomics, Privacy, DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
712,"Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
713,"Tokenomics, DeFi, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
714,"Tokenomics, DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
715,"Tokenomics, DeFi, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
716,"Tokenomics, DeFi, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
717,"Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
718,"Tokenomics, DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
719,"Tokenomics, DeFi, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
720,"Tokenomics, DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
721,"Tokenomics, DeFi, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
722,"Tokenomics, Calculation, Intermediate",1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1
723,"Tokenomics, Calculation, Intermediate",0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0
724,"Tokenomics, Calculation, Advanced",0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1
725,"Tokenomics, Problem Solving, Advanced",1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
726,"Tokenomics, Calculation, Advanced",0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0
727,"Tokenomics, Calculation, Advanced",0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1
